"Leg","City","Region","Title","Description","Ideal for","How to get there","Cost","Category","Reach","Adventure","Website","Google Maps","Photo"
"4","San Gimignano","Tuscany","San Gimignano — the town of towers","Fourteen medieval stone tower-houses still stand out of the seventy-odd rival families built to out-do each other — UNESCO World Heritage. Climb the Torre Grossa, then eat the gelato that has won the world championship more than once.","all · grey","Train Florence→Poggibonsi ~1h, then bus 130 up the hill ~25 min.","Torre Grossa ~€10pp","sight","Day-trip","","https://www.sangimignano.com/en/","https://www.google.com/maps/search/?api=1&query=San%20Gimignano%20%E2%80%94%20the%20town%20of%20towers%20San%20Gimignano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Modena","Emilia-Romagna","Modena — the Duomo and the Ghirlandina","UNESCO World Heritage Romanesque: Wiligelmo carved the whole book of Genesis across the facade in the 1100s, stone lions hold the porch up, and the leaning Ghirlandina tower next door is ~200 steps of climb. Bolt it onto the balsamic-and-Parmigiano morning.","all · jude","Day-trip — 37-min train from Florence to Bologna, then ~25 min on to Modena; the Duomo is a 15-min walk from the station.","Duomo free · tower ~€3pp","church","Day-trip","","https://www.visitmodena.it/en","https://www.google.com/maps/search/?api=1&query=Modena%20%E2%80%94%20the%20Duomo%20and%20the%20Ghirlandina%20Modena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Modena_-_Piazza_Grande_-_Panoramica.jpg?width=640"
"4","Val d'Orcia","Tuscany","Val d'Orcia + Pienza","The cypress-line-and-clay-hill Tuscany off every postcard is itself UNESCO World Heritage, and so is Pienza — a whole Renaissance town centre a pope rebuilt out of his own birthplace in four years. Also where the pecorino comes from.","all · grey","Far — carless it's a train to Chiusi (~1h45) plus a sparse country bus; realistically a hired driver and a whole day.","Free to wander","nature","Far · own trip","","https://www.visittuscany.com/en/destinations/val-d-orcia/","https://www.google.com/maps/search/?api=1&query=Val%20d'Orcia%20%2B%20Pienza%20Val%20d'Orcia%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"5","Rome","Lazio","San Paolo fuori le Mura","The outlying piece named in Rome's UNESCO World Heritage listing: a vast basilica over St Paul's tomb, ringed above the columns by mosaic portrait medallions of every pope in order — and the empty slots left at the end feed the legend that the world ends when they run out.","all · rhys","In Rome — Metro B to Basilica San Paolo, the church is at the top of the steps.","Free · cloister ~€4pp","church","In town","","https://www.basilicasanpaolo.org/","https://www.google.com/maps/search/?api=1&query=San%20Paolo%20fuori%20le%20Mura%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Tivoli","Lazio","Villa d'Este — the fountain garden at Tivoli","A hillside terraced into hundreds of fountains that run on gravity alone — a wall of a hundred spouts, and a water organ that still plays itself on the hour. UNESCO World Heritage, and the best soaking-wet afternoon within an hour of Rome.","all · keir","Train Roma Tiburtina→Tivoli ~1h, then 10 min uphill on foot; or Cotral coach from Metro B Ponte Mammolo.","Under-18 EU free · adults ~€15","water","Day-trip","★","https://villae.cultura.gov.it/","https://www.google.com/maps/search/?api=1&query=Villa%20d'Este%20%E2%80%94%20the%20fountain%20garden%20at%20Tivoli%20Tivoli%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Tivoli","Lazio","Hadrian's Villa (Villa Adriana)","An emperor's 120-hectare private country town, UNESCO World Heritage: a long colonnaded pool watched over by marble crocodiles, bath halls with the domes still on, and an island villa Hadrian could pull the bridges up on when he wanted to be left alone. Huge — wear real shoes.","all · rhys","Same Tivoli day as Villa d'Este — CAT bus 4/4X down from the town centre, ~15 min.","Under-18 EU free · adults ~€12","sight","Day-trip","","https://villae.cultura.gov.it/","https://www.google.com/maps/search/?api=1&query=Hadrian's%20Villa%20(Villa%20Adriana)%20Tivoli%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Cerveteri","Lazio","Cerveteri — the Banditaccia tomb streets","A UNESCO World Heritage Etruscan city of the dead laid out like a real town, with lanes between grass-topped burial mounds. Duck through the doorways and the rooms inside are carved with stone beds, pillows and cooking pots so the dead would feel at home.","all · keir","Train Roma San Pietro→Ladispoli-Cerveteri ~50 min, then a local bus into Cerveteri and up to the necropolis — or a direct Cotral coach, ~1h.","Under-18 EU free · adults ~€8","underground","Day-trip","★","https://www.tarquinia-cerveteri.it/","https://www.google.com/maps/search/?api=1&query=Cerveteri%20%E2%80%94%20the%20Banditaccia%20tomb%20streets%20Cerveteri%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Tarquinia","Lazio","Tarquinia — the painted Etruscan tombs","Same UNESCO World Heritage listing as Cerveteri, opposite experience: you go down steep steps into sealed chambers and press up against the glass at 2,500-year-old wall paintings of dancers, leopards, a boy diving off a rock, and banquets — still in colour.","rhys · jude","Direct regional train Roma Termini→Tarquinia ~1h20, then a bus up to the hill town and a walk out to the Monterozzi necropolis.","Under-18 EU free · adults ~€6 with the museum","underground","Day-trip","","https://www.tarquinia-cerveteri.it/","https://www.google.com/maps/search/?api=1&query=Tarquinia%20%E2%80%94%20the%20painted%20Etruscan%20tombs%20Tarquinia%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"6","Vicenza","Veneto","Vicenza — Palladio's city + La Rotonda","The UNESCO World Heritage city one architect rebuilt. The Teatro Olimpico's permanent wooden stage set is a fake street built in forced perspective that shrinks to child-size at the back, and La Rotonda on the edge of town is the four-porch villa half the world's parliaments were copied from.","all · jude","Train Venezia→Vicenza — ~25 min on a Frecciarossa out of Mestre, ~1h05 regional; everything but La Rotonda is walkable from the station.","Teatro Olimpico ~€11pp · under-18 reduced","architecture","Day-trip","★","https://www.museicivicivicenza.it/en/","https://www.google.com/maps/search/?api=1&query=Vicenza%20%E2%80%94%20Palladio's%20city%20%2B%20La%20Rotonda%20Vicenza%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Mira","Veneto","Villa Foscari 'La Malcontenta'","A Palladian villa standing with its feet almost in the Brenta, on the same UNESCO World Heritage listing as Vicenza — named for a Foscari wife supposedly shut up out here in disgrace, and frescoed floor to ceiling with giants inside.","all","ACTV/ATVO bus from Piazzale Roma toward Mira, ~40 min, then a 10-min walk. Open Apr–Oct, closed Mondays, mornings plus mid-afternoon — email to book at least ten days ahead.","~€10pp","architecture","Day-trip","","https://www.lamalcontenta.it/?lang=en","https://www.google.com/maps/search/?api=1&query=Villa%20Foscari%20'La%20Malcontenta'%20Mira%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Lido_beach,_Venice,_Italy_-_panoramio.jpg?width=640"
"6","Verona","Veneto","Verona — the Arena and the Roman city","A UNESCO World Heritage city still sitting on its Roman bones: the 1st-century Arena holds 15,000 and you climb the original stone tiers, and Castelvecchio's red-brick bridge marches across the Adige on swallowtail battlements.","all · rhys","Train Venezia→Verona Porta Nuova — ~1h10 fast, ~1h30 regional; the Arena is a 15-min walk from the station.","Arena ~€12pp · under-18 reduced","sight","Day-trip","","https://www.visitverona.it/en","https://www.google.com/maps/search/?api=1&query=Verona%20%E2%80%94%20the%20Arena%20and%20the%20Roman%20city%20Verona%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Verona_Arena_(Arena_di_Verona).jpg?width=640"
"7","Conegliano","Veneto","Prosecco Hills of Conegliano and Valdobbiadene","UNESCO World Heritage farmland: near-vertical grass 'hogback' ridges cut into vine strips too steep for any tractor, so the harvest still comes down on foot and by cable. Mid-October catches the tail of the picking.","all · grey","On the Oct 10 drive Venice→Kastelruth — the A27 runs straight past Conegliano; take the Strada del Prosecco west toward Valdobbiadene for an hour and rejoin the motorway.","Free to drive · cellar tastings vary","nature","On the way","","https://www.collineconeglianovaldobbiadene.it/en/","https://www.google.com/maps/search/?api=1&query=Prosecco%20Hills%20of%20Conegliano%20and%20Valdobbiadene%20Conegliano%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Drei_Zinnen_Tre_Cime_di_Lavaredo_Dolomites.jpg?width=640"
"7","Kastelruth","Trentino–Alto Adige","Sciliar–Catinaccio — the World Heritage massif above the house","The flat-topped Schlern and the Rosengarten spires you can see from the Singerhof are one of the nine mountain systems in the Dolomites UNESCO World Heritage listing — fossil reefs that were a tropical sea floor. Watch them turn blood-red at sunset; the Ladins call it the enrosadira.","all · jude","From the door in Kastelruth — or drive 10 min down to Seis and take the Alpe di Siusi cable car for the foot of the Schlern.","Free","mountain","In town","★","https://www.dolomitiunesco.info/?lang=en","https://www.google.com/maps/search/?api=1&query=Sciliar%E2%80%93Catinaccio%20%E2%80%94%20the%20World%20Heritage%20massif%20above%20the%20house%20Kastelruth%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B6dner_Dolomiten_Seiser-Alm_Hi_res.jpg?width=800"
"7","Selva","Trentino–Alto Adige","Bistrot B24 fromagerie — fondue & raclette","The fondue answer, and it also does pizza — so it hits both of Grey's loves at one table. Chef Norbert Dejaco keeps an in-house fromagerie: a small private room with a heating element in every table and its own ventilation, serving cheese fondue or classic raclette. WARNING: evenings only, and the autumn season dates are unconfirmed — Val Gardena half-shuts between seasons, so phone +39 0471 774444 before building the birthday around it.","grey · all","Drive ~35 min to Selva, Puez Str. 24. Evening only. VERIFY it is open on Oct 12 — call +39 0471 774444 or info@bistrot24.eu.","Fondue/raclette — ask when booking","dining","Day-trip","","https://www.bistrot24.eu/en/","https://www.google.com/maps/search/?api=1&query=Bistrot%20B24%20fromagerie%20%E2%80%94%20fondue%20%26amp%3B%20raclette%20Selva%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ortisei_-_panoramio_(2).jpg?width=640"
"7","Kastelruth","Trentino–Alto Adige","Pizzeria Bachler — the 5-minute pizza fallback","If the fondue is shut or the day runs long: the best-regarded pizzeria in Kastelruth, wood-fired, with a terrace looking at the mountains. Five minutes from the house. Zur Alten Schmiede in the village centre is the other good one — Italian and Tyrolean side by side, generous plates, wood oven.","grey · keir · all","Drive ~5 min into Kastelruth. No booking drama, and it works on any night.","~€12–18 a pizza","dining","In town","","https://www.kastelruth.com/de/genuss/restaurants.html","https://www.google.com/maps/search/?api=1&query=Pizzeria%20Bachler%20%E2%80%94%20the%205-minute%20pizza%20fallback%20Kastelruth%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Kastelruth-Castelrotto.JPG?width=640"
"7","Kastelruth","Trentino–Alto Adige","Abinea day spa — Dan & Kei's massage","The one thing on this leg that is just for the two of us, and it is five minutes from the house in Castelrotto. Day Spa for non-residents is EUR 65pp Mon-Thu / EUR 80pp Fri-Sun, covering the whole pool and sauna area, a wellness bag (robe, towels, slippers) and a cake buffet 14:30-17:00. Treatments are booked separately: the standout is the Romantic Hay Bath for two with partial-body massage, 50 min, EUR 135 - the local hay cure as a couples treatment. Plain 50-min full-body massage is EUR 75, Deep Relax hot stone EUR 80, and there is a Kids SPA oil massage at EUR 40 if the boys want in.","parents","Drive ~5 min to Castelrotto. Dolomiti pool 07:30-20:00, sauna and relax area 12:00-20:00. IMPORTANT: under-14s are barred from the sauna/relax area and the Vitarium alpinum, so this is an adults + Rhys/Jude outing - under-13s only get the 08:00-12:00 morning pool at EUR 5. Weekdays are EUR 15pp cheaper, so Mon Oct 12 - Wed Oct 14 beat the weekend. Reserve ahead: +39 0471 707237 / info@abinea.com","Day spa EUR 65-80pp · couples hay bath + massage EUR 135 · massages EUR 75-80","weird","In town","★","https://www.abinea.com/en/spa/beauty-massage.html","https://www.google.com/maps/search/?api=1&query=Abinea%20Dolomiti%20Romantic%20SPA%20Kastelruth%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Kastelruth-Castelrotto.JPG?width=640"
